City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,bryne,58.7354,5.6477,49.57,88,0,12.66,NO,1686006518
365,leava,-14.3,-178.1667,80.8,77,100,13.78,WF,1686006518
366,kawant,22.1,74.05,82.89,71,0,9.42,IN,1686006518
367,malvik,63.4333,10.6833,45.99,93,100,11.5,NO,1686006519
368,ternate,0.8,127.4,82.15,77,29,3.85,ID,1686006519
369,nogliki,51.8333,143.1667,55.18,62,96,15.48,RU,1686006519
370,dalmatovo,56.26,62.9362,56.21,68,2,6.62,RU,1686006519
371,afaahiti,-17.75,-149.2833,82.27,72,39,9.42,PF,1686006519
372,coquimbo,-29.9533,-71.3436,56.93,88,0,1.14,CL,1686006323
373,al mawsil al jadidah,36.3346,43.0978,80.1,24,100,7.16,IQ,1686006520
374,ubata,-14.2139,-39.5228,72.5,72,100,3.65,BR,1686006250
375,boende,-0.2167,20.8667,69.44,99,82,2.04,CD,1686006520
376,los frentones,-26.4077,-61.4137,68.13,97,99,2.42,AR,1686006521
377,susaki,33.3667,133.2833,61.23,94,100,2.91,JP,1686006521
378,dryden,49.7833,-92.7503,70.09,73,100,5.75,CA,1686006521
379,loen,7.7601,168.2307,82.71,79,30,18.39,MH,1686006521
380,la passe,45.5549,-0.8967,70.03,70,9,8.75,FR,1686006521
381,sao vicente,-23.9631,-46.3919,70.99,26,23,1.92,BR,1686006477
382,greymouth,-42.4667,171.2,49.6,69,0,6.85,NZ,1686006244
383,brookings,44.3114,-96.7984,88.09,40,20,0.0,US,1686006300
384,siilinjarvi,63.0833,27.6667,46.89,60,0,7.0,FI,1686006522
385,kuqa,41.7278,82.9364,73.47,17,18,6.06,CN,1686006522
386,sao paulo de olivenca,-3.3783,-68.8725,75.45,97,55,2.46,BR,1686006522
387,urumqi,43.801,87.6005,72.55,19,0,2.24,CN,1686006522
388,newman,37.3138,-121.0208,88.14,40,84,7.0,US,1686006522
389,pascagoula,30.3658,-88.5561,82.45,73,0,9.22,US,1686006523
390,tazacorte,28.629,-17.9293,72.57,91,75,18.41,ES,1686006523
391,concepcion,-36.827,-73.0498,55.2,94,100,2.3,CL,1686006523
392,guiglo,6.5456,-7.4966,72.63,99,100,2.55,CI,1686006524
393,mahibadhoo,3.7833,72.9667,82.81,77,99,12.28,MV,1686006524
394,belgaum,15.8667,74.5,72.25,85,80,8.9,IN,1686006524
395,miches,18.9836,-69.0476,83.91,73,3,11.65,DO,1686006524
396,bereznik,62.8551,42.7072,48.81,77,99,8.5,RU,1686006524
397,ust'-ilimsk,58.0006,102.6619,48.79,88,44,6.42,RU,1686006357
398,tranqueras,-31.2,-55.75,50.63,81,67,3.49,UY,1686006233
399,mujiayingzi,42.1167,118.7833,65.77,35,0,12.73,CN,1686006525
400,yazoo city,32.8551,-90.4056,70.57,86,92,10.11,US,1686006525
401,tangalle,6.024,80.7911,79.23,85,97,12.82,LK,1686006525
402,karratha,-20.7377,116.8463,64.2,64,42,10.0,AU,1686006525
403,shimoda,34.6667,138.95,73.11,73,100,2.73,JP,1686006525
404,sidney,-33.8679,151.2073,58.35,92,75,6.91,AU,1686006520
405,la gi,10.6667,107.7833,76.14,86,100,13.04,VN,1686006526
406,santa elena de uairen,4.6167,-61.1333,68.59,93,48,4.29,VE,1686006526
407,taltal,-25.4,-70.4833,60.64,85,24,2.66,CL,1686006526
408,lagunas,-5.2269,-75.6753,74.25,93,70,2.55,PE,1686006526
409,ivdel',60.6911,60.4206,48.13,68,0,3.98,RU,1686006526
410,sayhat,26.4852,50.0405,80.8,44,29,2.8,SA,1686006527
411,ulsteinvik,62.3432,5.8487,53.76,80,93,7.0,NO,1686006527
412,qaqortoq,60.7167,-46.0333,38.23,79,93,2.42,GL,1686006527
413,lazaro cardenas,17.9583,-102.2,83.86,67,26,10.13,MX,1686006371
414,mana,5.6592,-53.7767,77.83,90,44,7.87,GF,1686006527
415,weno,7.4515,151.8468,84.15,84,100,9.22,FM,1686006527
416,zapala,-38.8992,-70.0544,54.84,46,100,13.49,AR,1686006527
417,mata-utu,-13.2816,-176.1745,81.36,78,100,16.22,WF,1686006528
418,inhambane,-23.865,35.3833,72.57,91,0,2.19,MZ,1686006528
419,christchurch,-43.5333,172.6333,51.33,90,75,9.22,NZ,1686006528
420,kailua-kona,19.6406,-155.9956,82.27,74,40,10.36,US,1686006528
421,sechura,-5.5569,-80.8222,79.92,64,14,14.79,PE,1686006528
422,sur,22.5667,59.5289,91.24,45,20,12.48,OM,1686006528
423,gamba,-2.65,10.0,72.57,95,84,6.24,GA,1686006529
424,flying fish cove,-10.4217,105.6791,74.88,78,75,8.05,CX,1686006529
425,zhangye,38.9342,100.4517,64.92,46,99,3.98,CN,1686006529
426,awjilah,29.1081,21.2869,88.12,23,91,26.28,LY,1686006529
427,banda aceh,5.5577,95.3222,80.71,75,100,12.82,ID,1686006529
428,ciudad lazaro cardenas,17.9583,-102.2,83.86,67,26,10.13,MX,1686006528
429,mahanoro,-19.9,48.8,67.39,91,9,5.48,MG,1686006530
430,port saint john's,-31.6229,29.5448,58.86,56,98,4.59,ZA,1686006530
431,cavelossim,15.1726,73.9419,85.98,83,68,7.0,IN,1686006530
432,shahr-e babak,30.1165,55.1186,69.64,39,53,6.17,IR,1686006530
433,san juan,-31.5375,-68.5364,59.88,55,65,5.46,AR,1686006515
434,cromer,52.9312,1.2989,53.6,78,100,16.11,GB,1686006530
435,sola,-13.8833,167.55,79.34,80,97,20.24,VU,1686006531
436,zag,46.9441,99.165,53.08,54,32,4.36,MN,1686006531
437,palmeiras de goias,-16.805,-49.9258,65.73,49,61,3.15,BR,1686006531
438,petrovsk-zabaykal'skiy,51.273,108.843,55.54,87,100,13.91,RU,1686006531
439,salavat,53.3837,55.9077,53.96,67,98,8.72,RU,1686006531
440,mikun',62.3547,50.0771,45.09,97,63,7.81,RU,1686006531
441,san patricio,28.017,-97.5169,87.17,60,59,6.96,US,1686006532
442,weihai,37.5017,122.1136,66.06,76,60,13.6,CN,1686006532
443,hachinohe,40.5,141.5,69.85,48,2,9.69,JP,1686006532
444,mahina,-17.5065,-149.489,83.97,61,40,9.22,PF,1686006532
445,sinaloa de leyva,25.8333,-108.2333,94.15,22,26,13.49,MX,1686006532
446,monrovia,6.3005,-10.7969,78.48,85,100,8.41,LR,1686006533
447,chipata,-13.6333,32.65,60.26,78,8,4.09,ZM,1686006533
448,sao jose da coroa grande,-8.8978,-35.1478,77.07,83,52,5.84,BR,1686006533
449,ilebo,-4.3167,20.5833,69.42,99,82,1.54,CD,1686006533
450,rosa zarate,0.3333,-79.4667,77.4,92,84,4.54,EC,1686006267
451,kontcha,7.9667,12.2333,71.49,96,100,2.8,CM,1686006533
452,tianpeng,30.9866,103.9393,65.88,76,94,5.06,CN,1686006534
453,talcahuano,-36.7167,-73.1167,55.08,94,100,2.3,CL,1686006535
454,naestved,55.2299,11.7609,50.25,72,0,3.65,DK,1686006535
455,pachino,36.7186,15.0907,68.23,84,100,18.95,IT,1686006535
456,sanctuary point,-35.1114,150.629,63.99,74,100,4.59,AU,1686006535
457,tobruk,32.0836,23.9764,70.09,71,90,10.76,LY,1686006535
458,posse,-14.0931,-46.3694,68.2,41,2,4.74,BR,1686006536
459,arraial do cabo,-22.9661,-42.0278,70.92,78,1,7.02,BR,1686006536
460,madras,13.0878,80.2785,83.97,77,40,16.11,IN,1686006387
461,upata,8.0086,-62.3989,79.2,75,65,5.46,VE,1686006536
462,westport,41.1415,-73.3579,74.08,63,100,2.46,US,1686006536
463,kill devil hills,36.0307,-75.676,69.8,73,0,6.91,US,1686006536
464,cam ranh,11.9214,109.1591,78.76,89,40,1.14,VN,1686006536
465,fada,9.5667,8.3,70.57,93,78,2.39,NG,1686006537
466,sharkawshchyna,55.3713,27.4706,46.06,82,55,4.05,BY,1686006537
467,wewak,-3.5534,143.6268,80.65,86,80,6.91,PG,1686006537
468,polyarnyy,69.1989,33.4478,36.55,97,100,21.9,RU,1686006537
469,langxiang,46.95,128.8833,63.12,66,92,2.01,CN,1686006537
470,lubawka,50.7046,16.0003,57.67,91,100,0.54,PL,1686006537
471,ceeldheer,3.8488,47.1806,80.17,83,48,16.02,SO,1686006538
472,linda,39.1277,-121.5508,90.32,42,0,12.66,US,1686006538
473,aktau,43.65,51.2,72.18,87,40,10.49,KZ,1686006538
474,kerrville,30.0474,-99.1403,84.42,44,40,4.61,US,1686006275
475,oxenford,-27.8903,153.3131,66.94,81,63,3.0,AU,1686006538
476,iyidere,41.0119,40.3619,66.16,89,47,4.52,TR,1686006538
477,sitka,57.0531,-135.33,51.69,71,75,9.22,US,1686006539
478,altay,47.8667,88.1167,66.79,42,0,6.91,CN,1686006539
479,alta,69.9689,23.2717,40.26,75,75,17.27,NO,1686006274
480,bahia honda,22.9036,-83.1592,81.05,68,56,6.82,CU,1686006539
481,yeed,4.55,43.0333,79.39,64,68,15.93,SO,1686006539
482,pangody,65.85,74.4859,51.13,90,25,15.21,RU,1686006539
483,kapa'a,22.0752,-159.319,82.18,72,0,9.22,US,1686006540
484,dikhil,11.5,42.1667,85.78,33,46,2.84,DJ,1686006540
485,bengkulu,-3.8004,102.2655,74.19,92,52,3.24,ID,1686006540
486,mkushi,-13.6202,29.3939,57.99,54,0,3.87,ZM,1686006540
487,labrador city,52.9463,-66.9114,48.11,76,100,11.5,CA,1686006540
488,klyuchi,52.2667,79.1667,70.41,59,9,7.47,RU,1686006540
489,tvoroyri,61.5556,-6.8111,49.44,86,5,11.99,FO,1686006541
490,lengshuitan,26.4111,111.5956,69.87,90,100,2.77,CN,1686006541
491,al mindak,20.1588,41.2834,71.4,41,43,2.62,SA,1686006541
492,tsiombe,-25.3,45.4833,69.53,76,17,5.48,MG,1686006541
493,carnarvon,-24.8667,113.6333,66.31,58,99,16.98,AU,1686006358
494,itoman,26.1247,127.6694,80.98,78,75,14.97,JP,1686006542
495,happy valley-goose bay,53.3168,-60.3315,55.56,52,67,11.65,CA,1686006542
496,khorixas,-20.3667,14.9667,59.61,19,0,2.98,NA,1686006542
497,harper,4.375,-7.7169,78.19,87,100,8.08,LR,1686006542
498,neiafu,-18.65,-173.9833,77.68,83,75,11.5,TO,1686006542
499,at taj,24.2049,23.2857,92.91,20,81,11.56,LY,1686006543
500,imbituba,-28.24,-48.6703,65.7,81,87,9.24,BR,1686006543
501,beitbridge,-22.2167,30.0,66.49,72,0,26.55,ZW,1686006543
502,singkawang,0.9,109.0,77.23,93,100,2.84,ID,1686006543
503,manokwari,-0.8667,134.0833,81.28,75,74,3.87,ID,1686006501
504,kisangani,0.5167,25.2,69.1,99,97,2.04,CD,1686006362
505,nassau,40.7507,-73.5829,74.91,53,75,5.75,US,1686006544
506,hithadhoo,-0.6,73.0833,82.2,75,97,3.53,MV,1686006544
507,vallenar,-28.5708,-70.7581,63.18,56,22,1.3,CL,1686006544
508,suomussalmi,64.8869,28.9078,40.44,69,34,8.52,FI,1686006544
509,pahrump,36.2083,-115.9839,97.25,10,37,18.01,US,1686006544
510,hobyo,5.3505,48.5268,81.7,80,59,18.72,SO,1686006545
511,vielha,42.6846,0.7726,47.07,93,98,3.33,ES,1686006545
512,half moon bay,37.4636,-122.4286,79.05,68,0,16.11,US,1686006545
513,leer,53.2316,7.461,50.0,92,0,7.2,DE,1686006545
514,ancud,-41.8697,-73.8203,52.27,87,100,15.7,CL,1686006545
515,yverdon-les-bains,46.7785,6.6412,62.92,70,20,6.15,CH,1686006546
516,tabou,4.423,-7.3528,77.86,88,100,8.1,CI,1686006546
517,bria,6.5423,21.9863,69.13,97,94,4.76,CF,1686006546
518,sretensk,52.2453,117.7093,55.45,31,100,2.44,RU,1686006546
519,qarazhal,48.0078,70.7903,69.62,30,26,5.88,KZ,1686006546
520,greenville,35.6127,-77.3663,78.84,42,0,4.61,US,1686006348
521,ilomantsi,62.6716,30.9328,39.38,73,44,5.77,FI,1686006547
522,cascais,38.6979,-9.4215,71.06,67,63,10.0,PT,1686006416
523,sawakin,19.1059,37.3321,86.83,69,24,6.46,SD,1686006547
524,ceerigaabo,10.6162,47.368,65.48,71,79,10.76,SO,1686006547
525,tambopata,-12.7333,-69.1833,76.89,83,0,0.0,PE,1686006547
526,sosnovo-ozerskoye,52.5249,111.5418,52.84,79,98,15.86,RU,1686006548
527,rumoi,43.9344,141.6428,62.71,67,16,5.93,JP,1686006548
528,dierdorf,50.55,7.6667,62.83,75,8,3.8,DE,1686006548
529,bubaque,11.2833,-15.8333,81.57,72,100,15.86,GW,1686006548
530,narvik,68.4384,17.4272,42.21,90,100,5.82,NO,1686006548
531,broken hill,-31.95,141.4333,57.58,74,0,7.61,AU,1686006549
532,calama,-22.4667,-68.9333,59.49,6,0,4.61,CL,1686006549
533,nar'yan-mar,67.6713,53.087,39.97,74,95,23.94,RU,1686006549
534,jinghong,21.991,100.7341,70.36,98,53,0.78,CN,1686006549
535,champerico,14.3,-91.9167,83.89,76,100,6.62,GT,1686006549
536,belel,7.05,14.4333,61.23,98,99,3.67,CM,1686006550
537,zhangjiakou,40.81,114.8794,66.76,31,0,5.64,CN,1686006550
538,figuig (centre),32.1089,-1.2286,74.19,45,94,5.08,MA,1686006550
539,arroyo de la luz,39.4851,-6.584,71.26,50,79,2.19,ES,1686006550
540,nizhniy ingash,56.2,96.53,62.01,88,33,4.83,RU,1686006550
541,stephenville,32.2207,-98.2023,82.15,60,0,1.01,US,1686006550
542,kitee,62.1,30.15,41.43,71,21,5.82,FI,1686006551
543,vilyuchinsk,52.9306,158.4028,51.26,90,100,2.51,RU,1686006551
544,la tuque,47.4334,-72.7824,68.68,55,100,2.15,CA,1686006551
545,ibaiti,-23.8486,-50.1878,55.89,72,0,3.2,BR,1686006551
546,rakops,-21.0167,24.3333,64.83,24,0,7.09,BW,1686006551
547,zhezqazghan,47.7833,67.7667,66.78,34,0,4.47,KZ,1686006552
548,hassi messaoud,31.6804,6.0729,80.42,38,33,8.48,DZ,1686006552
549,merizo village,13.2658,144.6691,83.98,82,100,13.38,GU,1686006552
550,bareilly,28.35,79.4167,84.7,32,0,0.54,IN,1686006552
551,berezovyy,51.6667,135.7,65.55,54,89,0.49,RU,1686006552
552,thames,-37.1333,175.5333,53.29,95,100,13.31,NZ,1686006298
553,qui nhon,13.7667,109.2333,79.12,83,100,5.1,VN,1686006553
554,kirakira,-10.4544,161.9205,83.57,72,76,5.44,SB,1686006553
555,margate,51.3813,1.3862,52.9,74,11,8.01,GB,1686006296
556,garachico,28.7781,-17.7646,69.91,83,75,18.41,ES,1686006553
557,strezhevoy,60.7333,77.5889,68.23,81,30,3.83,RU,1686006553
558,agua dulce,18.1333,-94.1333,80.38,64,96,6.2,MX,1686006408
559,groningen,53.25,6.75,51.17,85,0,4.61,NL,1686006510
560,mar del plata,-38.0023,-57.5575,55.09,63,97,7.0,AR,1686006554
561,al quwayrah,29.8004,35.3116,68.05,46,0,2.3,JO,1686006554
562,itaporanga,-7.3044,-38.1503,78.22,46,26,9.51,BR,1686006554
563,neryungri,56.6709,124.6491,41.29,94,100,8.57,RU,1686006555
564,itaituba,-4.2761,-55.9836,78.1,76,21,1.9,BR,1686006289
565,dongobesh,-4.0667,35.3833,55.63,91,46,8.97,TZ,1686006555
566,xilin hot,43.9667,116.0333,59.27,47,34,9.31,CN,1686006555
567,tarko-sale,64.9225,77.785,59.18,81,57,18.75,RU,1686006555
568,sakaiminato,35.55,133.2333,68.59,69,100,8.41,JP,1686006555
569,nueva gerona,21.8833,-82.8,85.19,52,46,6.08,CU,1686006556
570,gidole,5.65,37.3667,58.5,76,94,3.27,ET,1686006556
571,puerto deseado,-47.7503,-65.8938,55.45,58,100,29.35,AR,1686006556
572,lompoc,34.6391,-120.4579,66.34,82,100,10.36,US,1686006430
573,crane,31.3974,-102.3501,81.72,36,73,14.2,US,1686006556
574,nasarawa,8.5294,7.7242,77.05,88,76,6.24,NG,1686006556
575,north platte,41.1239,-100.7654,81.37,51,100,12.66,US,1686006539
576,tsetserleg,47.475,101.4542,52.57,67,9,5.66,MN,1686006557
577,ilha de mocambique,-15.0342,40.7358,77.86,71,0,8.5,MZ,1686006557
578,sao francisco de paula,-29.4481,-50.5836,52.68,97,94,2.46,BR,1686006557
